Incident ID,Date,Governorate,District,Area,Target,Main category,Sub-category,Time,Air Raids,Naval,Time Interval
12709,03/05/2017,Capital,Azal,Noqom mountain,Military Vehicles,Unknown,Unknown,7,1,,Morning
12710,03/05/2017,Sanaa,Sanhan,Jarban,Residential Area,Civilian,Residential Area,10,1,,Midday
12711,03/05/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,unkn,2,,Unknown
12712,03/05/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,unkn,2,,Unknown
12713,03/05/2017,Hajja,Abs,Al-Jar,Farms,Economic_Infrastructure,Farms,20,1,,Evening
12714,03/05/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,24,4,,Night
12715,03/05/2017,Jawf,Khab Wa Al-Sha'af,Al-Sabrain,Unknown,Unknown,Unknown,23,3,,Night
12716,03/05/2017,Marib,Sirwah,Habab,Civilian's vehicle,Civilian,Vehicle/Buss,16,1,,Afternoon
12717,03/05/2017,Saada,Baqim,Al-Sabhan,Unknown,Unknown,Unknown,14,5,,Midday
12718,03/05/2017,Saada,Kitaf Wa Al-Boqe'e,Al-Atfain,Unknown,Unknown,Unknown,unkn,4,,Unknown
12719,03/05/2017,Saada,Al-Dhaher,Al-Malaheet,Market,Civilian,Market Place,unkn,5,,Unknown
12720,03/05/2017,Taiz,Mawza,Al-Hamili,Unknown,Unknown,Unknown,1,3,,Early-Morning
12721,03/05/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,10,4,,Midday
12722,03/05/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,unkn,17+,,Unknown
12723,03/05/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,23,2,,Night
12724,04/05/2017,Sanaa,Sanhan,Beer Al-Hadheel,Residential Area,Civilian,Residential Area,14,5,,Midday
12725,04/05/2017,Hajja,Midi,North of Midi desert,Pro-Houthi forces,Military_Security_Target,Forces,unkn,-,,Unknown
12726,04/05/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,unkn,6,,Unknown
12727,04/05/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,unkn,5,,Unknown
12728,04/05/2017,Jawf,Khab Wa Al-Sha'af,Al-Sabrain,Unknown,Unknown,Unknown,12,3,,Midday
12729,04/05/2017,Saada,Kitaf Wa Al-Boqe'e,Al-Rasifat,Residential Area,Civilian,Residential Area,15,2,,Afternoon
12730,04/05/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,10,2,,Midday
12731,04/05/2017,Taiz,Al-Mukha,Al-Mukha junction,Unknown,Unknown,Unknown,13,4,,Midday
12732,05/05/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,unkn,3,,Unknown
12733,05/05/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,unkn,2,,Unknown
12734,05/05/2017,Hajja,Abs,-,25th Mechanized Infantry Brigade,Military_Security_Target,Military Site,23,1,,Night
12735,05/05/2017,Marib,Sirwah,Al-Ramdhah,Unknown,Unknown,Unknown,20,1,,Evening
12736,05/05/2017,Saada,Razih,Burkan,Main road,Infrastructure,Transport,9,2,,Morning
12737,05/05/2017,Saada,Kitaf Wa Al-Boqe'e,Al-Fara'a,Unknown,Unknown,Unknown,13,1,,Midday
12738,05/05/2017,Saada,Al-Safra'a,Mudhab,Unknown,Unknown,Unknown,21,1,,Evening
12739,05/05/2017,Taiz,Al-Mukha,Near Khalid Camp,Pro-Houthi sites,Military_Security_Target,Military Site,11,,5,Midday
12740,05/05/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,unkn,,6,Midday
12741,05/05/2017,Taiz,Mawza,"Widar Al-Sultan mountain, Al-Awsat mountain, Central mountain",Pro-Houthi sites,Military_Security_Target,Military Site,unkn,21,,Unknown
12742,05/05/2017,Taiz,Mawza,East of Rasyan bridge,Military vehcile,Military_Security_Target,Moving Target (weapons/fighters),unkn,1,,Evening
12743,05/05/2017,Taiz,Mawza,-,Civilian's vehicle,Civilian,Vehicle/Buss,18,1,,Evening
12744,05/05/2017,Taiz,Mawza,-,School,Educational_Facility,School,18,1,,Evening
12745,05/05/2017,Taiz,Mawza,-,Unknown,Unknown,Unknown,18,2,,Evening
12746,05/05/2017,Taiz,Al-Mukha,Al-Nujibah,Unknown,Unknown,Unknown,19,2,,Evening
12747,05/05/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,unkn,25+,,Unknown
12748,06/05/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,11,2,,Midday
12749,06/05/2017,Hajja,Harad,Al-Mazraq,Unknown,Unknown,Unknown,17,5,,Afternoon
12750,06/05/2017,Hajja,Harad,South of the district,Weapons storage,Military_Security_Target,Weapon Storage,unkn,2,,Unknown
12751,06/05/2017,Hajja,Midi,East and south of the district,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,7,,Unknown
12752,06/05/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,unkn,6,,Unknown
12753,06/05/2017,Taiz,Al-Mukha,Al-Nujibah,Pr-Houthi site,Military_Security_Target,Military Site,8,1,,Morning
12754,06/05/2017,Taiz,Al-Mukha,Al-Mahayah mountain,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,2,,Morning
12755,06/05/2017,Taiz,Mawza,Near Rasyan bridge,Weapons storage,Military_Security_Target,Weapon Storage,unkn,1,,Afternoon
12756,06/05/2017,Taiz,Mawza,Al-Wazi'iyah junction,Unknown,Unknown,Unknown,17,3,,Afternoon
12757,06/05/2017,Taiz,Maqbanah,Al-Barah,Cement Factory,Infrastructure,Factory,20,2,,Evening
12758,07/05/2017,Marib,Sirwah,-,Unknown,Unknown,Unknown,3,1,,Early-Morning
12759,07/05/2017,Marib,Sirwah,-,Fams,Economic_Infrastructure,Farms,13,2,,Midday
12760,07/05/2017,Saada,Baqim,Al-Mojdie,Unknown,Unknown,Unknown,17,1,,Afternoon
12761,07/05/2017,Saada,,-,Weapons truck,Military_Security_Target,Moving Target (weapons/fighters),unkn,1,,Night
12762,07/05/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,9,6,,Morning
12763,07/05/2017,Taiz,Maqbanah,Al-Kamb,Pro-Houthi reinforcement,Military_Security_Target,Moving Target (weapons/fighters),unkn,10,,Midday
12764,07/05/2017,Taiz,Maqbanah,Al-Barah,Cement Factory,Infrastructure,Factory,unkn,1,,Unknown
12765,07/05/2017,Taiz,Dhubab,Al-Omary,Unknown,Unknown,Unknown,17,3,,Afternoon
12766,07/05/2017,Taiz,Maqbanah,Al-Barah,Civilian's house,Civilian,Residential Area,19,1,,Evening
12767,07/05/2017,Taiz,Maqbanah,Al-Barah,Residential Area,Civilian,Residential Area,20,2,,Evening
12768,08/05/2017,Sanaa,Bani Matar,Al-Shailiyah,Farms,Economic_Infrastructure,Farms,unkn,2,,Afternoon
12769,08/05/2017,Hajja,Harad,Al-Mazraq,Unknown,Unknown,Unknown,10,2,,Midday
12770,08/05/2017,Hudaydah,Al-Durayhimi,"Al-Qwaizi, Al-Ta'if",Pro-Houthi sites,Military_Security_Target,Military Site,21,3,,Evening
12771,08/05/2017,Saada,Al-Dhaher,-,Unknown,Unknown,Unknown,24,1,,Night
12772,08/05/2017,Saada,Haydan,Al-Aqabah,Unknown,Unknown,Unknown,24,1,,Night
12773,08/05/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,2,-,,Early-Morning
12774,08/05/2017,Taiz,Dhubab,Al-Omary,Al-Omary Military Camp,Military_Security_Target,Military Site,10,5,,Midday
12775,08/05/2017,Taiz,Dhubab,Al-Omary,Al-Omary Military Camp,Military_Security_Target,Military Site,11,2,,Midday
12776,08/05/2017,Taiz,Mawza,Al-Harishiyah,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,2,,Afternoon
12777,09/05/2017,Sanaa,Nihm,Khalqah,Unknown,Unknown,Unknown,21,2,,Evening
12778,09/05/2017,Dhamar,Dhawran Ans,-,Pro-Houthi sites,Military_Security_Target,Military Site,23,3,,Night
12779,09/05/2017,Dhamar,Wisab Al-Safil,-,Pro-Houthi reinforcemnets,Military_Security_Target,Military Site,23,-,,Night
12780,09/05/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,unkn,4,,Unknown
12781,09/05/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,unkn,4,,Unknown
12782,09/05/2017,Hajja,Harad,Al-Mazraq,Unknown,Unknown,Unknown,17,2,,Afternoon
12783,09/05/2017,Lahj,Al-Qabbaytah,Al-Sahi,Pro-Houthi reinforcemnets,Military_Security_Target,Moving Target (weapons/fighters),14,4,,Midday
12784,09/05/2017,Marib,Sirwah,-,Military vehicles,Military_Security_Target,Moving Target (weapons/fighters),unkn,1,,Unknown
12785,09/05/2017,Saada,Shada'a,-,Unknown,Unknown,Unknown,19,4,,Evening
12786,09/05/2017,Taiz,Maqbanah,-,Unknown,Unknown,Unknown,14,2,,Midday
12787,09/05/2017,Taiz,Mawza,Al-Hamili ,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,,-,Evening
12788,09/05/2017,Taiz,Mawza,Al-Hamili main road,Pro-Houthi reinforcemnets,Military_Security_Target,Moving Target (weapons/fighters),unkn,3,,Evening
12789,09/05/2017,Taiz,Mawza,Al-Hamili main road,Food truck,Economic_Infrastructure,Food (storage/transportation),20,1,,Evening
12790,09/05/2017,Taiz,Maqbanah,Al-Barah,Cement Factory,Infrastructure,Factory,20,2,,Evening
12791,09/05/2017,Taiz,Al-Mukha,South of Khalid Military Camp,Pro-Houthi sites,Military_Security_Target,Military Site,23,2,,Night
12792,10/05/2017,Sanaa,Nihm,Harib Nihm,Unknown,Unknown,Unknown,3,1,,Early-Morning
12793,10/05/2017,Hajja,Harad,Faj Harad,Civilians' houses,Civilian,Residential Area,14,2,,Midday
12794,10/05/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,unkn,3,,Unknown
12795,10/05/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,unkn,3,,Unknown
12796,10/05/2017,Jawf,Al-Maton,Al-Ahamar mountain,Unknown,Unknown,Unknown,20,3,,Evening
12797,10/05/2017,Lahj,Al-Qabbaytah,Karish,Unknown,Unknown,Unknown,16,2,,Afternoon
12798,10/05/2017,Saada,Razih,Burkan,Main road,Infrastructure,Transport,10,1,,Midday
12799,10/05/2017,Saada,Baqim,Al-Mojdie,Residential Area,Civilian,Residential Area,17,2,,Afternoon
12800,10/05/2017,Saada,Shada'a,-,Pro-Houthi forces,Military_Security_Target,Forces,20,1,,Evening
12801,10/05/2017,Saada,Baqim,Al-Jida'an,Pro-Houthi forces,Military_Security_Target,Forces,unkn,1,,Night
12802,10/05/2017,Saada,Al-Dhaher,-,Pro-Houthi forces,Military_Security_Target,Forces,20,1,,Evening
12803,10/05/2017,Taiz,Maqbanah,Al-Kanab,Pro-Houthi forces,Military_Security_Target,Forces,11,2,,Midday
12804,10/05/2017,Taiz,Maqbanah,Near the Cement factory,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,4,,Midday
12805,11/05/2017,Sanaa,Bani Matar,Aattan mountain,Unknown,Unknown,Unknown,unkn,1,,Early-Morning
12806,11/05/2017,Amran,Iyal Surayh,Al-Dhain mountain,Unknown,Unknown,Unknown,21,1,,Evening
12807,11/05/2017,Amran,Iyal Surayh,Al-Dhain mountain,Unknown,Unknown,Unknown,24,1,,Night
12808,11/05/2017,Hajja,Abs,-,25th Mechanized Infantry Brigade,Military_Security_Target,Military Site,13,1,,Midday
12809,11/05/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,20,2,,Evening
12810,11/05/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,20,2,,Evening
12811,11/05/2017,Marib,Sirwah,-,Unknown,Unknown,Unknown,13,1,,Midday
12812,11/05/2017,Saada,Majz,Takhyah,Residential Area,Civilian,Residential Area,14,1,,Midday
12813,11/05/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,11,7,,Midday
12814,11/05/2017,Taiz,Maqbanah,Hawas,Pro-Houthi reinforcements,Military_Security_Target,Moving Target (weapons/fighters),unkn,2,,Unknown
12815,11/05/2017,Taiz,Maqbanah,Hawas,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,1,,Unknown
12816,11/05/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,24,1,,Night
12817,12/05/2017,Saada,Haydan,-,Unknown,Unknown,Unknown,9,1,,Morning
12818,12/05/2017,Taiz,Al-Mukha,-,Pro-Houtih forces,Military_Security_Target,Forces,unkn,1,,Unknown
12819,12/05/2017,Taiz,Maqbanah,Hawas,Pro-Houthi reinforcementa,Military_Security_Target,Moving Target (weapons/fighters),unkn,-,,Unknown
12820,12/05/2017,Taiz,Al-Mukha,Yakhtol,Unknown,Unknown,Unknown,17,4,,Afternoon
12821,12/05/2017,Taiz,Al-Mukha,Yakhtol coast,Unknown,Unknown,Unknown,18,2,,Evening
12822,13/05/2017,Hajja,Harad,The City,Unknown,Unknown,Unknown,19,1,,Evening
12823,13/05/2017,Marib,Sirwah,-,Unknown,Unknown,Unknown,10,1,,Midday
12824,13/05/2017,Saada,Al-Dhaher,-,Unknown,Unknown,Unknown,18,4,,Evening
12825,13/05/2017,Taiz,Maqbanah,Al-Barah,Weapons storage,Military_Security_Target,Weapon Storage,10,2,,Midday
12826,13/05/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,15,1,,Afternoon
12827,13/05/2017,Taiz,Mawza,Al-Sultan mountain,Weapons storage,Military_Security_Target,Weapon Storage,unkn,5,,Unknown
12828,13/05/2017,Taiz,Mawza,Dar Al-Sultan,Pro-Houthi forces,Military_Security_Target,Forces,unkn,3,,Unknown
12829,13/05/2017,Taiz,Mawza,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,3,,Unknown
12830,13/05/2017,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,unkn,3,,Unknown
12831,13/05/2017,Taiz,Al-Mukha,-,Al-Mukha - Al-Khawkha road,Infrastructure,Transport,unkn,2,,Unknown
12832,13/05/2017,Taiz,Al-Mukha,Al-Mukha junction,Military vehicles,Military_Security_Target,Moving Target (weapons/fighters),unkn,3,,Unknown
12833,13/05/2017,Taiz,Al-Mukha,Nobah Amir,Pro-Houthi forces,Military_Security_Target,Forces,unkn,2,,Unknown
12834,13/05/2017,Taiz,Al-Mukha,Al-Jabalain ,Pro-Houthi forces,Military_Security_Target,Forces,unkn,2,,Unknown
12835,13/05/2017,Taiz,Al-Mukha,East of Yakhtol,Unknown,Unknown,Unknown,18,2,,Evening
12836,13/05/2017,Taiz,Dhubab,East of Al-Omary Military Camp,Military Site,Military_Security_Target,Military Site,24,1,,Night
12837,14/05/2017,Amran,Iyal Surayh,Al-Dhain mountain,Unknown,Unknown,Unknown,20,2,,Evening
12838,14/05/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,18,2,,Evening
12839,14/05/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,18,1,,Evening
12840,14/05/2017,Hudaydah,Hays,-,Unknown,Unknown,Unknown,2,2,,Early-Morning
12841,14/05/2017,Saada,Majz,Al-Ja'malah,Pro-Houthi forces,Military_Security_Target,Forces,20,2,,Evening
12842,14/05/2017,Saada,Baqim,Al-Sabhan,Farms,Economic_Infrastructure,farms,24,2,,Night
12843,14/05/2017,Taiz,Al-Mukha,Yakhtol,Unknown,Unknown,Unknown,13,1,,Midday
12844,14/05/2017,Taiz,Al-Mukha,Yakhtol,Pro-Houthi forces,Military_Security_Target,Forces,unkn,12+,,Afternoon
12845,14/05/2017,Taiz,Al-Mukha,-,Unknown,Unknown,Unknown,22,1,,Night
12846,14/05/2017,Taiz,Maqbanah,-,Unknown,Unknown,Unknown,22,1,,Night
12847,14/05/2017,Taiz,Al-Mukha,North of the district,Unknown,Unknown,Unknown,23,5,,Night
12848,15/05/2017,Sanaa,Hamdan,-,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,-,,Unknown
12849,15/05/2017,Hudaydah,Al-Khawkhah,Mawshij,Unknown,Unknown,Unknown,17,1,,Afternoon
12850,15/05/2017,Taiz,Al-Mukha,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,1,,Unknown
12851,15/05/2017,Taiz,Maqbanah,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,1,,Unknown
12852,16/05/2017,Sanaa,Nihm,Al-Ma'adi,Pro-Houthi sites,Military_Security_Target,Military Site,11,1,,Unknown
12853,16/05/2017,Hajja,Abs,Al-Shaqab village,Farm,Economic_Infrastructure,farms,unkn,1,,Midday
12854,16/05/2017,Jawf,Al-Maton,Al-Faidh,Unknown,Unknown,Unknown,24,1,,Night
12855,16/05/2017,Lahj,Al-Madaribah Wa Al-Arah,East of Kahboub,Unknown,Unknown,Unknown,13,2,,Midday
12856,16/05/2017,Taiz,Dhubab,South of Al-Omary schools,Unknown,Unknown,Unknown,2,1,,Early-Morning
12857,16/05/2017,Taiz,Dhubab,Al-Omary,Al-Omary Schools,Educational_Facility,School,10,1,,Midday
12858,17/05/2017,Sanaa,Nihm,Al-Majawihah,Unknown,Unknown,Unknown,1,1,,Early-Morning
12859,17/05/2017,Sanaa,Nihm,Harib Nihm,Pro-Houthi Sites,Military_Security_Target,Military Site,unkn,4,,Early-Morning
12860,17/05/2017,Hajja,Harad,-,Pro-Houthi reinforcements,Military_Security_Target,Moving Target (weapons/fighters),unkn,-,,Early-Morning
12861,17/05/2017,Hajja,Midi,-,Pro-Houthi reinforcements,Military_Security_Target,Moving Target (weapons/fighters),unkn,-,,Early-Morning
12862,17/05/2017,Hajja,Harad,Aahim junction,Al-Masirah channel  photographing crew,Media,Journalists,10,1,,Midday
12863,17/05/2017,Jawf,Al-Maton,Mazwaiyah,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,-,,Early-Morning
12864,17/05/2017,Marib,Sirwah,Near Sirwah market,Unknown,Unknown,Unknown,9,1,,Morning
12865,17/05/2017,Saada,Baqim,Al-Maghram,Civilians' houses,Civilian,Residential Area,18,1,,Evening
12866,17/05/2017,Saada,Majz,Al-Ja'malah,Civilians' houses,Civilian,Residential Area,20,3,,Evening
12867,17/05/2017,Taiz,Dhubab,Al-Omary,Unknown,Unknown,Unknown,12,2,,Midday
12868,17/05/2017,Taiz,Mawza,Sha'bo,Civilian's vehicle,Civilian,Vehicle/Buss,13,1,,Midday
12869,18/05/2017,Sanaa,Nihm,Maswarah,Unknown,Unknown,Unknown,10,1,,Midday
12870,18/05/2017,Hajja,Abs,Al-Jar,Farm,Economic_Infrastructure,farms,unkn,1,,Afternoon
12871,18/05/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,18,2,,Evening
12872,18/05/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,18,2,,Evening
12873,18/05/2017,Lahj,Al-Madaribah Wa Al-Arah,Kahboub,Unknown,Unknown,Unknown,9,1,,Morning
12874,18/05/2017,Marib,Sirwah,"Al-Mukhaddarah village, the airport hill",Pro-Houthi forces,Military_Security_Target,Forces,13,4,,Midday
12875,18/05/2017,Marib,Harib Al-Garamish,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,1,,Unknown
12876,18/05/2017,Saada,Al-Dhaher,-,Unknown,Unknown,Unknown,16,5,,Afternoon
12877,18/05/2017,Taiz,Mawza,Al-Hamili,Unknown,Unknown,Unknown,1,1,,Early-Morning
12878,18/05/2017,Taiz,Al-Mukha,South of Khalid Military Camp,Pro-Houthi sites,Military_Security_Target,Military Site,2,2,,Early-Morning
12879,18/05/2017,Taiz,Dhubab,Al-Omary,Unknown,Unknown,Unknown,3,1,,Early-Morning
12880,18/05/2017,Taiz,Maqbanah,Al-Barah,Cars' workshop,Economic_Infrastructure,Private Business,11,1,,Midday
12881,18/05/2017,Taiz,Maqbanah,Al-Barah,Pro-Houthi forces,Military_Security_Target,Forces,13,3,,Midday
12882,18/05/2017,Taiz,Maqbanah,Al-Kamb,Court,Infrastructure,Gov. Compounds,14,4,,Midday
12883,18/05/2017,Taiz,Al-Mukha,Al-Rammah,Al-Shadhili school,Educational_Facility,School,16,,-,Afternoon
12884,18/05/2017,Taiz,Al-Wazi'iyah,-,Unknown,Unknown,Unknown,16,1,,Afternoon
12885,18/05/2017,Taiz,Maqbanah,Al-Barah,Pro-Houthi reinforcements,Military_Security_Target,Moving Target (weapons/fighters),unkn,-,,Unknown
12886,18/05/2017,Taiz,Maqbanah,Hawas,Pro-Houthi forces,Military_Security_Target,Forces,unkn,2,,Unknown
12887,19/05/2017,Sanaa,Hamdan,Al-Kassarah,Pro-Houthi forces,Military_Security_Target,Forces,unkn,1,,Afternoon
12888,19/05/2017,Sanaa,Bani Matar,Attan mountain,Missiles brigade camp,Military_Security_Target,Weapon Storage,21,2,,Evening
12889,19/05/2017,Sanaa,Bani Matar,Attan mountain,Missiles brigade camp,Military_Security_Target,Weapon Storage,22,1,,Night
12890,19/05/2017,Hajja,Harad,Wa'lan village,Residential Area,Civilian,Residential Area,18,1,,Evening
12891,19/05/2017,Hajja,Harad,-,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,4,,Unknown
12892,19/05/2017,Hajja,Midi,-,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,1,,Unknown
12893,19/05/2017,Hajja,Abs,Al-Jar,Farm,Economic_Infrastructure,farms,20,-,,Evening
12894,19/05/2017,Hajja,Abs,Bani Hasan,Unknown,Unknown,Unknown,20,-,,Evening
12895,19/05/2017,Jawf,Al-Maton,-,Unknown,Unknown,Unknown,20,1,,Evening
12896,19/05/2017,Marib,Sirwah,-,Unknown,Unknown,Unknown,10,1,,Midday
12897,19/05/2017,Marib,Sirwah,Al-Mukhaddarah,Unknown,Unknown,Unknown,14,1,,Midday
12898,19/05/2017,Saada,Saqain,Bani Bahr,Badu Tents,Civilian,Residential Area,17,1,,Afternoon
12899,19/05/2017,Saada,Kitaf Wa Al-Boqe'e,Al-Fara'a,Unknown,Unknown,Unknown,20,2,,Evening
12900,19/05/2017,Saada,Majz,A cave,Weapons storage,Military_Security_Target,Weapon Storage,unkn,-,,Night
12901,19/05/2017,Taiz,Al-Ma'afir,Al-Kadahah,Unknown,Unknown,Unknown,21,1,,Evening
12902,20/05/2017,Sanaa,Sanhan,Bait Bos,Building under consruction,Civilian,Residential Area,9,1,,Morning
12903,20/05/2017,Sanaa,Nihm,Yam mountain,Pro-Houthi forces,Military_Security_Target,Forces,23,1,,Night
12904,20/05/2017,Sanaa,Nihm,Al-Hawl mountain,Unknown,Unknown,Unknown,24,1,,Night
12905,20/05/2017,Hajja,Harad,Al-Mazraq,Unknown,Unknown,Unknown,15,1,,Afternoon
12906,20/05/2017,Hajja,Harad,-,Unknown,Unknown,Unknown,19,3,,Evening
12907,20/05/2017,Hajja,Midi,-,Unknown,Unknown,Unknown,19,2,,Evening
12908,20/05/2017,Marib,Sirwah,-,Unknown,Unknown,Unknown,11,1,,Midday
12909,20/05/2017,Saada,Haydan,-,Unknown,Unknown,Unknown,9,1,,Morning
12910,20/05/2017,Saada,Sihar,Al-Dharyah,Unknown,Unknown,Unknown,9,3,,Morning
12911,20/05/2017,Saada,Razih,-,Unknown,Unknown,Unknown,9,2,,Morning
12912,20/05/2017,Saada,Majz,Al-Ja'malah,Unknown,Unknown,Unknown,11,2,,Midday
12913,20/05/2017,Saada,Majz,-,Badu tent,Civilian,Residential Area,20,1,,Evening
12914,20/05/2017,Saada,Sa'ada,The City,Residential Areas,Civilian,Residential Area,22,-,,Night
12915,20/05/2017,Taiz,Maqbanah,Al-Barah,Market,Civilian,Market Place,10,2,,Midday
12916,20/05/2017,Taiz,Maqbanah,Near Al-Jehmi's house,Pro-Houthi reinforcements,Military_Security_Target,Moving Target (weapons/fighters),unkn,2,,Unknown
12917,20/05/2017,Taiz,Maqbanah,Near Al-Shaibari station,Pro-Houthi forces,Military_Security_Target,Forces,unkn,2,,Unknown
12918,20/05/2017,Taiz,Maqbanah,Al-Kanab,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,2,,Unknown
12919,20/05/2017,Taiz,Al-Mukha,-,Missiles launcher,Military_Security_Target,Moving Target (weapons/fighters),unkn,6,,Unknown
12920,20/05/2017,Taiz,Al-Ma'afir,Al-Kadahah,Darkhan bridge,Infrastructure,Transport,unkn,-,,Unknown
12921,20/05/2017,Taiz,Al-Mukha,North of Khalid Camp,Pro-Houthi forces,Military_Security_Target,Forces,19,4,,Evening
12922,20/05/2017,Taiz,Maqbanah,Al-Barah,Unknown,Unknown,Unknown,23,1,,Night
12923,20/05/2017,Taiz,Maqbanah,Near Al-Barah hospital,Residential Area,Civilian,Residential Area,24,2,,Night
12924,21/05/2017,Sanaa,Bani Hushaysh,Bani Rujam,Residential Area,Civilian,Residential Area,9,2,,Morning
12925,21/05/2017,Sanaa,Bani Hushaysh,Bani Rujam,Civilian's vehicle,Civilian,Vehicle/Buss,9,1,,Morning
12926,21/05/2017,Sanaa,Nihm,Al-Houl village,Pro-Houthi forces,Military_Security_Target,Forces,18,1,,Evening
12927,21/05/2017,Sanaa,Nihm,"Yam mountain, Al-Salta'a mountain, Al-Ahram mountain",Pro-Houthi forces,Military_Security_Target,Forces,unkn,3,,Unknown
12928,21/05/2017,Marib,Sirwah,Morah,Weapons storage,Military_Security_Target,Weapon Storage,unkn,-,,Unknown
12929,21/05/2017,Marib,Sirwah,Morah,Military vehicle,Military_Security_Target,Moving Target (weapons/fighters),unkn,1,,Unknown
12930,21/05/2017,Saada,Kitaf Wa Al-Boqe'e,"Al-Atfain, Tybah",Unknown,Unknown,Unknown,12,3,,Midday
12931,21/05/2017,Saada,Majz,-,Missiles launcher,Military_Security_Target,Moving Target (weapons/fighters),unkn,3,,Morning
