Incident ID,Date,Governorate,District,Area,Target,Main category,Sub-category,Time,Air Raids,Naval,Time Interval
1289,25/05/2015,Hajja,Harad,Abdullah valeey,House,Civilian,Residential Area,unkn,unkn,,Evening
1290,25/05/2015,Lahj,Tuban,Al-Anad junction,Tanks,Military_Security_Target,Moving Target (weapons/fighters),unkn,4,,Afternoon
1291,25/05/2015,Lahj,Radfan,-,Car,Civilian,Vehicle/buss,unkn,unkn,,Afternoon
1292,25/05/2015,Lahj,Radfan,Bilh,Unknown,Unknown,Unknown,unkn,4,,Unknown
1293,25/05/2015,Saada,Sa'ada,-,Houses ( belongs to Houthis leader ),Political_Tribal,Figure,unkn,2+,,Early-Morning
1294,25/05/2015,Saada,Sihar,Al Al-Saifi,Al-Saifi Military Camp,Military_Security_Target,Military Site,unkn,unkn,,Early-Morning
1295,25/05/2015,Saada,Sa'ada,-,The old market,Civilian,Market place,unkn,1+,,Early-Morning
1296,25/05/2015,Shabwa,Ataq,-,21st Mechanized Infantry Brigade,Military_Security_Target,Military Site,unkn,unkn,,Morning
1297,25/05/2015,Shabwa,Ataq,-,Al-Jalfouz checkpoint,Military_Security_Target,Checkpoints,unkn,unkn,,Unknown
1298,25/05/2015,Shabwa,Al-Saeid,Al-Saeid junction,Unknown,Unknown,Unknown,unkn,unkn,,Unknown
1299,25/05/2015,Taiz,Sabir Al-Mawadim,Sabir mountain,Zaied resort ,Economic_infrastructure,Private business,5,3,,Night
1300,25/05/2015,Taiz,Sabir Al-Mawadim,sabir mountain,Al-Arous Military Camp,Military_Security_Target,Military Site,5,3,,Night
1301,25/05/2015,Taiz,Salah,Al-Hobban,Military Engineering Unit,Military_Security_Target,Military Site,5,unkn,,Night
1302,25/05/2015,Taiz,Salah,Al-Hobban,Presidential Palace,Military_Security_Target,Military Site,5,unkn,,Night
1303,26/05/2015,Amran,Al-Ashah,-,The governmental compound,Infrastructure,Gov. compounds,unkn,unkn,,Midday
1304,26/05/2015,Amran,Al-Ashah,-,Al-Nahdhah school,Educational_facility,School,unkn,unkn,,Midday
1305,26/05/2015,Amran,Al-Ashah,-,The market of the district,Civilian,Market place,unkn,unkn,,Unknown
1306,26/05/2015,Hajja,Harad,Al-Mihsam village,Houses,Civilian,Residential Area,unkn,unkn,,Unknown
1307,26/05/2015,Hajja,Harad,Hiran valley,Checkpoint,Military_Security_Target,Checkpoints,18,unkn,,Evening
1308,26/05/2015,Hajja,Harad,-,communications strengthening station,Infrastructure,Communication,18,unkn,,Evening
1309,26/05/2015,Hudaydah,,-,Military Academy,Military_Security_Target,Military Site,unkn,unkn,,Midday
1310,26/05/2015,Hudaydah,Bajil,-,Bajil castle,Cultural_heritage,Historical buildings/Towns,unkn,1,,Midday
1311,26/05/2015,Hudaydah,Zabid,Al-Fazah ,school,Educational_facility,School,unkn,unkn,,Evening
1312,26/05/2015,Hudaydah,Al-Mina,Al-Katheeb,Naval Base ,Military_Security_Target,Military Site,24,6,,Night
1313,26/05/2015,Saada,Al-Dhaher,"Al-Husamah, Al-Malaheet",Unknown,Unknown,Unknown,unkn,unkn,,Morning
1314,26/05/2015,Saada,Saqain,-,local council,Infrastructure,Gov. compounds,unkn,2,,Morning
1315,26/05/2015,Saada,Saqain,-,Health unit building,Medical_Facility,Medical Centres,unkn,1,,Morning
1316,26/05/2015,Saada,Razih,Bani syah,Unknown,Unknown,Unknown,unkn,unkn,,Morning
1317,26/05/2015,Saada,Baqim,-,Houses,Civilian,Residential Area,unkn,unkn,,Unknown
1318,26/05/2015,Taiz,Sabir Al-Mawadim,-,Bridge located between Taiz city and Sabir mountain,Infrastructure,Transport,unkn,unkn,,Morning
1319,26/05/2015,Taiz,Sabir Al-Mawadim,Sabir mountain,Al-Arous Military Camp,Military_Security_Target,Military Site,unkn,unkn,,Morning
1320,26/05/2015,Taiz,Sabir Al-Mawadim,Sabir mountain,Zaied resort ,Economic_infrastructure,Private business,unkn,unkn,,Morning
1321,26/05/2015,Taiz,Salah,Al-Hobban,Military Engineering Unit,Military_Security_Target,Military Site,17,2,,Afternoon
1322,26/05/2015,Taiz,Salah,Al-Hobban,Presidential Palace,Military_Security_Target,Military Site,17,1,,Afternoon
1323,26/05/2015,Taiz,Salah,Al-Hobban,Houses,Civilian,Residential Area,15,unkn,,Unknown
1324,26/05/2015,Taiz,Salah,Al-Hobban,Houses,Civilian,Residential Area,15,,,Unknown
1325,26/05/2015,Taiz,Salah,Al-Hobban,The technical institute,Educational_facility,Institute,15,unkn,,Afternoon
1326,26/05/2015,Taiz,Salah,Al-Salal hill,House ( belong to Mohammed Saleh Al-Ahmar),Political_Tribal,Figure,15,unkn,,Afternoon
1327,26/05/2015,Taiz,Sabir Al-Mawadim,Saiylah Al-Namir,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Unknown
1328,26/05/2015,Taiz,Al-Mudhaffar,Sainah,House ( belongs to pro-Houthi leader Ameen Al-Bahr ),Political_Tribal,Figure,unkn,unkn,,Evening
1329,26/05/2015,Taiz,Sabir Al-Mawadim,Sabir mountain,Zaied resort ,Economic_infrastructure,Private business,15,unkn,,Afternoon
1330,26/05/2015,Taiz,Sabir Al-Mawadim,Al-Gharbiyah village,Residential Area,Civilian,Residential Area,unkn,1,,Unknown
1331,26/05/2015,Taiz,Salah,-,SSF camp,Military_Security_Target,Military Site,19,unkn,,Evening
1332,26/05/2015,Taiz,Salah,Al-Jahmaliyah,Taiz Military HQ,Military_Security_Target,Military Site,19,unkn,,Evening
1333,27/05/2015,Capital,Al-Sab'ein,Haddah,SSF camp,Military_Security_Target,Military Site,10,6,,Morning
1334,27/05/2015,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,unkn,unkn,,Morning
1335,27/05/2015,Capital,Al-Sab'ein,Haddah,SSF camp,Military_Security_Target,Military Site,11,2,,Morning
1336,27/05/2015,Capital,Al-Wahdah,Al-Giers street,The former president son Ahmed Ali office,Political_Tribal,HQ,13,unkn,,Afternoon
1337,27/05/2015,Sanaa,Sanhan,50 street,Unknown,Unknown,Unknown,12,unkn,,Midday
1338,27/05/2015,Dhamar,Dhamar City,-,local council,Infrastructure,Gov. compounds,11,1,,Morning
1339,27/05/2015,Dhamar,Dhamar City,-,Headquarters of the GPC branch,Political_Tribal,HQ,11,1,,Morning
1340,27/05/2015,Dhamar,Dhamar City,-,Al-Amoudy Cemetery,Cultural_heritage,Other,unkn,unkn,,Morning
1341,27/05/2015,Hajja,Bakil Al-Mir,Al-Mazraq,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Unknown
1342,27/05/2015,Hajja,Abs,-,25th Mechanized Infantry Brigade,Military_Security_Target,weapon storage,unkn,unkn,,Unknown
1343,27/05/2015,Hudaydah,Al-Durayhimi,Al-Jabbanah,Coastal Defence Military Camp,Military_Security_Target,Military Site,1,unkn,,Early-Morning
1344,27/05/2015,Hudaydah,Al-Tuhayat,-,School,Educational_facility,School,1,unkn,,Early-Morning
1345,27/05/2015,Hudaydah,Al-Durayhimi,Al-Jimishah ( 16th Kilo ),Training school ( Belong to 10th Brigade ),Military_Security_Target,Military Site,1,unkn,,Early-Morning
1346,27/05/2015,Hudaydah,Al-Mina,-,Naval Base ,Military_Security_Target,Military Site,1,15+,,Early-Morning
1347,27/05/2015,Hudaydah,Al-Hudaydah City,-,Medical college buliding,Educational_facility,University,unkn,unkn,,Midday
1348,27/05/2015,Hudaydah,Al-Hudaydah City,-,Appendix ( belong to Al-Mohsin house ),Political_Tribal,Figure,unkn,unkn,,Midday
1349,27/05/2015,Marib,Sirwah,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,10,,Unknown
1350,27/05/2015,Saada,Razih,Al-Hajlah,House ( belongs to Jabir Yahya ),Civilian,Residential Area,unkn,unkn,,Unknown
1351,27/05/2015,Taiz,Khadir,Al-Rahidah city,Abdulwahab Fuel station,Economic_infrastructure,Oil & Gas,14,2,,Midday
1352,27/05/2015,Taiz,Khadir,Al-Rahidah city,Popular market,Civilian,Market place,14,unkn,,Afternoon
1353,27/05/2015,Taiz,Khadir,Al-Rahidah city,Mosque,Civilian,Mosque,14,unkn,,Afternoon
1354,27/05/2015,Taiz,Khadir,Al-Qarn mountain,Pro-Houthi forces,Military_Security_Target,Forces,14,3,,Afternoon
1355,27/05/2015,Taiz,Khadir,Al-Rahidah city,House ( belongs to  Ali Hanash ),Political_Tribal,Figure,14,1,,Afternoon
1356,27/05/2015,Taiz,Salah,Al-Hawban,Pro-Houthi site,Military_Security_Target,Forces,unkn,unkn,,Afternoon
1357,27/05/2015,Taiz,,-,House ( belongs to a Military commnader Al-Hadi ),Political_Tribal,Figure,unkn,unkn,,Unknown
1358,29/05/2015,Capital,Bani Al-Harith,Bani Hoat,House ( belongs to pro-Houthi leader Mojahid Bin Haydar ),Political_Tribal,Figure,unkn,unkn,,Early-Morning
1359,29/05/2015,Sanaa,Sanhan,-,Dhabwah Military Camp ,Military_Security_Target,Military Site,unkn,unkn,,Evening
1360,29/05/2015,Sanaa,Al-Haymah Al-Kharijiyah,-,Technical Institute,Educational_facility,Institute,unkn,2,,Night
1361,29/05/2015,Sanaa,Khawlan,Dar Al-Shareef village,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Night
1362,29/05/2015,Aden,Khor Maksar,-,Aden Airport,Infrastructure,Transport,unkn,unkn,,Morning
1363,29/05/2015,Aden,Al-Mansourah,-,The SSF camp,Military_Security_Target,Military Site,unkn,unkn,,Morning
1364,29/05/2015,Aden,Crater,-,Unknown,Unknown,Unknown,unkn,unkn,,Morning
1365,29/05/2015,Aden,Khor Maksar,-,Aden University,Educational_facility,University,unkn,unkn,,Morning
1366,29/05/2015,Aden,Khor Maksar,Al-Areesh ,Pro-Houthi site,Military_Security_Target,Forces,unkn,unkn,,Morning
1367,29/05/2015,Aden,Ash Sheikh Othman,Al-Mimdarah,Hail Sa'eid Storage units,Economic_infrastructure,Private business,unkn,unkn,,Morning
1368,29/05/2015,Dhalie,Damt,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,2,,Early-Morning
1369,29/05/2015,Hajja,,-,World Food Programme Storage unit,International_community,UN,unkn,unkn,,Unknown
1370,29/05/2015,Hajja,,-,Power station,Economic_infrastructure,Water & Electricity,unkn,unkn,,Unknown
1371,29/05/2015,Hajja,Harad,Al-Majbar check point,Oil truck,Economic_infrastructure,Oil & Gas,unkn,unkn,,Unknown
1372,29/05/2015,Hajja,,-,House ( belonge to a pro-Houthi leader Abo Edrees ),Political_Tribal,Figure,17,1,,Afternoon
1373,29/05/2015,Hajja,Hajja City,-,SSF camp,Military_Security_Target,Military Site,17,unkn,,Afternoon
1374,29/05/2015,Hudaydah,Bait Al-Faqih,-,Governmental Compound,Infrastructure,Gov. compounds,24,unkn,,Night
1375,29/05/2015,Hudaydah,Al-Durayhimi,-,Governmental Compound,Infrastructure,Gov. compounds,24,unkn,,Night
1376,29/05/2015,Marib,Marib,"Al-Jafinah, Al-Zor",Pro-Houthi sites,Military_Security_Target,Forces,unkn,4,,Unknown
1377,29/05/2015,Saada,Al-Dhaher,Al-Malaheet,Unknown,Civilian,Market Place,unkn,20+,,Unknown
1378,29/05/2015,Saada,Sihar,Qahzah,Unknown,Unknown,Unknown,unkn,1,,Unknown
1379,29/05/2015,Saada,Razih,-,Pro-Houthi sites,Military_Security_Target,Forces,unkn,unkn,,Evening
1380,30/05/2015,Capital,Bani Al-Harith,Al-Rahabah ,Al-Daylami Airbase,Military_Security_Target,Military Site,unkn,unkn,,Early-Morning
1381,30/05/2015,Capital,Bani Al-Harith,Al-Rahabah ,Al-Daylami Airbase,Military_Security_Target,Military Site,23,unkn,,Night
1382,30/05/2015,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,23,unkn,,Night
1383,30/05/2015,Capital,Al-Thawrah,Al-Hasabah,Unknown,Unknown,Unknown,23,unkn,,Night
1384,30/05/2015,Capital,Al-Thawrah,Al-Jiraf,Al-Thawrah stadium,Infrastructure,Sport Facility,23,1,,Night
1385,30/05/2015,Capital,Al-Thawrah,Al-Jiraf,The T.V building,Media,TV station,23,1,,Night
1386,30/05/2015,Capital,,Al-Jamanah junction,Military Sites ( belongs to Military academy ),Military_Security_Target,Military Site,23,unkn,,Night
1387,30/05/2015,Sanaa,Sanhan,-,The former president Ali Saleh House,Political_Tribal,Figure,1,unkn,,Early-Morning
1388,30/05/2015,Sanaa,Bani Matar,Faj attan,Missiles Brigade Camp,Military_Security_Target,Military Site,24,unkn,,Night
1389,30/05/2015,Sanaa,,-,House ( belongs to a pro-Houthi leader Rafiq Al-Rafiq ),Political_Tribal,Figure,unkn,unkn,,Unknown
1390,30/05/2015,Aden,Khor Maksar,Al-Areesh ,Pro-Houthi forces sites,Military_Security_Target,Forces,unkn,unkn,,Early-Morning
1391,30/05/2015,Aden,Dar Sa'ad,Ja'olah,Pro-Houthi forces sites,Military_Security_Target,Forces,unkn,unkn,,Early-Morning
1392,30/05/2015,Aden,Khor Maksar,-,Aden Airport,Infrastructure,Transport,unkn,unkn,,Early-Morning
1393,30/05/2015,Aden,Khor Maksar,Al-Omal Island,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Early-Morning
1394,30/05/2015,Dhamar,Jahran,Ma'abar,House ( belongs to a pro-Houthi leader ),Political_Tribal,Figure,22,1,,Night
1395,30/05/2015,Hudaydah,Al-Durayhimi,-,The governmental compound,Infrastructure,Gov. compounds,unkn,unkn,,Unknown
1396,30/05/2015,Marib,Sirwah,-,Marib Dam,Cultural_heritage,Other,unkn,unkn,,Unknown
1397,30/05/2015,Marib,Sirwah,-,Adhban factory,Economic_infrastructure,Private factory,unkn,unkn,,Unknown
1398,30/05/2015,Marib,Marib,Al-Ashraf,Three houses,Civilian,Residential Area,unkn,unkn,,Unknown
1399,30/05/2015,Saada,Sihar,Al Al-Saifi,Al-Saifi Military Camp,Military_Security_Target,Military Site,unkn,6,,Unknown
1400,30/05/2015,Saada,Sa'ada,-,Kahlan Military Camp,Military_Security_Target,Military Site,unkn,4,,Unknown
1401,30/05/2015,Saada,Sa'ada,-,Republican Guards Military Camp,Military_Security_Target,Military Site,unkn,3,,Unknown
1402,30/05/2015,Saada,Saqain,Al-Ashraf,Houses,Civilian,Residential Area,unkn,unkn,,Unknown
1403,30/05/2015,Saada,Razih,-,LNG terminal,Economic_infrastructure,Oil & Gas,unkn,unkn,,Unknown
1404,30/05/2015,Taiz,Salah,-,SSF camp,Military_Security_Target,Military Site,10,unkn,,Midday
1405,30/05/2015,Taiz,Salah,-,SSF camp,Military_Security_Target,Military Site,unkn,unkn,,Night
1406,30/05/2015,Taiz,Dhubab,Bab Al-Mandab,170th Air Defence Brigade,Military_Security_Target,Military Site,unkn,unkn,,Night
1407,31/05/2015,Capital,Al-Sab'ein,Haddah,SSF camp,Military_Security_Target,Military Site,8,1,,Morning
1408,31/05/2015,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,unkn,unkn,,Morning
1409,31/05/2015,Bayda,Mukayras,Aqabah Thurrah,Pro-Houthi forces ,Military_Security_Target,Moving Target (weapons/fighters),12,2,,Midday
1410,31/05/2015,Bayda,Mukayras,Aqabah Thurrah,The Aqabah Thurrah road,Infrastructure,Transport,12,2,,Midday
1411,31/05/2015,Hudaydah,,Zoqor Island,Pro-Houthi forces,Military_Security_Target,Forces,3,unkn,,Early-Morning
1412,31/05/2015,Jawf,Khab Wa Al-Sha'af,Al-Yatmah,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Night
1413,31/05/2015,Saada,Kitaf Wa Al-Boqe'e,-,House ( belongs to Al-Sheikh Abdullah Bin Shaje'a Al-Waili ),Political_Tribal,Figure,unkn,2,,Early-Morning
1414,31/05/2015,Saada,Sa'ada,-,Radio building,Media,Radio station,15,unkn,,Afternoon
1415,31/05/2015,Saada,Razih,-,Unknown,Unknown,Unknown,unkn,2,,Midday
1416,31/05/2015,Saada,Al-Dhaher,Al-Hosamah,Unknown,Unknown,Unknown,unkn,1,,Midday
1417,31/05/2015,Saada,Sihar,Al-Khafji market,House ( belongs to Al-Sheikh Abo Khadharah ),Civilian,Residential Area,unkn,unkn,,Midday
1418,31/05/2015,Saada,Haydan,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Unknown
1419,31/05/2015,Saada,Sa'ada,-,The public prosecution,Infrastructure,Gov. compounds,unkn,unkn,,Unknown
1420,31/05/2015,Saada,Sa'ada,-,Yemen Reconstruction bank,Economic_infrastructure,Bank,unkn,unkn,,Unknown
1421,31/05/2015,Saada,Sa'ada,-,Literacy Center,Educational_facility,School,unkn,unkn,,Unknown
1422,31/05/2015,Shabwa,Ataq,-,Pro-Houthi forces,Military_Security_Target,Checkpoints,unkn,unkn,,Unknown
1423,31/05/2015,Taiz,Al-Qaherah,-,Al-Qaherah castle,Cultural_heritage,Historical buildings/Towns,11,1,,Midday
1424,31/05/2015,Taiz,Salah,-,SSF camp,Military_Security_Target,Military Site,11,2,,Midday
1425,01/06/2015,Capital,Azal,Noqom mountain,Weapons stores,Military_Security_Target,weapon storage,8,3+,,Morning
1426,01/06/2015,Capital,Al-Sab'ein,Al-Nahdain,Presidential Palace,Military_Security_Target,Military Site,8,unkn,,Morning
1427,01/06/2015,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,8,unkn,,Morning
1428,01/06/2015,Capital,Azal,Noqom mountain,Weapons stores,Military_Security_Target,weapon storage,10,unkn,,Midday
1429,01/06/2015,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,10,6+,,Midday
1430,01/06/2015,Capital,Shu'oub,Musaik,School,Educational_facility,School,14,1,,Afternoon
1431,01/06/2015,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,15,unkn,,Afternoon
1432,01/06/2015,Capital,Azal,Noqom mountain,Weapons stores,Military_Security_Target,weapon storage,15,unkn,,Afternoon
1433,01/06/2015,Sanaa,Bani Matar,Ayban mountain,Air Defence Military Site,Military_Security_Target,Military Site,15,unkn,,Afternoon
1434,01/06/2015,Sanaa,Bani Matar,Attan mountain,Missiles Brigade Camp,Military_Security_Target,Military Site,15,unkn,,Afternoon
1435,01/06/2015,Sanaa,Sanhan,Raymah Humaid,Raymah Humaid,Military_Security_Target,Military Site,15,unkn,,Afternoon
1436,01/06/2015,Sanaa,Sanhan,Al-Sobahah,Al-Sobahah Military Camp,Military_Security_Target,Military Site,15,1+,,Afternoon
1437,01/06/2015,Sanaa,Hamdan,Al-Sawad ,Al-Sawad Military Camp,Military_Security_Target,Military Site,unkn,unkn,,Unknown
1438,01/06/2015,Amran,Iyal Surayh,Dhain mountain,Unknown,Unknown,Unknown,unkn,unkn,unkn,Unknown
1439,01/06/2015,Amran,Raydah,-,Awidain mosque,Civilian,Mosque,unkn,unkn,unkn,Unknown
1440,01/06/2015,Dhalie,Al-Dhalie,Sanah,The governorate building,Infrastructure,Gov. compounds,unkn,unkn,,Midday
1441,01/06/2015,Dhalie,Al-Dhalie,Sanah,SSF camp ,Military_Security_Target,Military Site,unkn,unkn,,Midday
1442,01/06/2015,Dhalie,Al-Dhalie,Sanah,Pro-Houthi forces ,Military_Security_Target,Forces,unkn,unkn,,Unknown
1443,01/06/2015,Dhalie,Qatabah,-,Pro-Houthi forces ,Military_Security_Target,Forces,unkn,unkn,,Unknown
1444,01/06/2015,Hudaydah,Al-Durayhimi,Al-Jabbanah,Air Defence Battalion,Military_Security_Target,Military Site,unkn,3,,Early-Morning
1445,01/06/2015,Ibb,Al-Udayn,-,Pro-Houthi forces ,Military_Security_Target,Forces,unkn,1,,Midday
1446,01/06/2015,Ibb,Al-Nadirah,Kaolah Al-Shareef,House,Political_Tribal,Figure,12,2,,Midday
1447,01/06/2015,Jawf,Khab Wa Al-Sha'af,Al-Yatmah,Pro-Houthi forces ,Military_Security_Target,Forces,unkn,unkn,,Unknown
1448,01/06/2015,Marib,Sirwah,Kawfal,Kawfal Military Camp,Military_Security_Target,Military Site,11,4,,Midday
1449,01/06/2015,Marib,Sirwah,Al-Dahshah,Pro-Houthi forces ,Military_Security_Target,Forces,unkn,2,,Unknown
1450,01/06/2015,Taiz,Al-Mudhaffar,Zangil market,Pro-Houthi forces,Military_Security_Target,Forces,11,unkn,,Midday
1451,01/06/2015,Taiz,Al-Mudhaffar,Jarrah mountain,Pro-Houthi forces,Military_Security_Target,Forces,11,unkn,,Midday
1452,01/06/2015,Taiz,Salah,-,The SSF camp,Military_Security_Target,Military Site,11,unkn,,Midday
1453,01/06/2015,Taiz,Al-Taiziyah,The 60 road ,Pro-Houthi forces,Military_Security_Target,Forces,11,unkn,,Midday
1454,01/06/2015,Taiz,Al-Mudhaffar,The 60 road ,Al-Noor hospital,Medical_Facility,Hospital,unkn,unkn,,Unknown
1455,01/06/2015,Taiz,Al-Taiziyah,-,House,Political_Tribal,Figure,unkn,unkn,,Midday
1456,01/06/2015,Taiz,Sabir Al-Mawadim,Al-Mojaliah and Al-Damghah,pro-Houthi forces,Military_Security_Target,Forces,unkn,5,,Unknown
1457,02/06/2015,Capital,Al-Tahrir,Al-Qeiadah neighborhood,The higher command of the armed forces    ,Military_Security_Target,Military Site,2,1,,Early-Morning
1458,02/06/2015,Sanaa,Khawlan,Jahanah,Pro-Houthi forces,Military_Security_Target,Forces,unkn,1,,Morning
1459,02/06/2015,Sanaa,Hamdan,Dhila'a,Governmental Compound,Infrastructure,Gov. compounds,12,unkn,,Midday
1460,02/06/2015,Sanaa,Hamdan,Al-Mahjar,Building belongs to the ministry of transportation,Infrastructure,Gov. Compounds,13,unkn,,Midday
1461,02/06/2015,Sanaa,Hamdan,Al-Hamra'a village,Two houses,Civilian,Residential Area,18,1,,Evening
1462,02/06/2015,Sanaa,Hamdan,Al-Orah,Houses,Civilian,Residential Area,unkn,1,,Unknown
1463,02/06/2015,Aden,Khor Maksar,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Morning
1464,02/06/2015,Aden,Al-Buraiqah,Beer Ahmad,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Morning
1465,02/06/2015,Aden,Al-Tawahi,Goldmor,Pro-Houthi forces,Military_Security_Target,Forces,22,3,,Night
1466,02/06/2015,Dhalie,Qatabah,-,Qatabah stadium,Infrastructure,Sport Facility,unkn,unkn,,Morning
1467,02/06/2015,Hajja,Abs,-,25th Mechanized Infantry Brigade ,Military_Security_Target,Military Site,15,5,,Afternoon
1468,02/06/2015,Ibb,Al-Radmah,Al-Najd Al-Ahmar village,House,Political_Tribal,Figure,24,2,,Night
1469,02/06/2015,Ibb,Al-Radmah,Al-Najd Al-Ahmar village,Mosque,Civilian,Mosque,unkn,unkn,,Night
1470,02/06/2015,Jawf,,-,Anti-Houthi groups vehicles,Military_Security_Target,Moving Target (weapons/fighters),14,1,,Afternoon
1471,02/06/2015,Saada,,-,Higher Institute for teachers,Educational_facility,Institute,unkn,unkn,,Unknown
1472,02/06/2015,Saada,,-,Books storage,Educational_facility,School,unkn,unkn,,Unknown
1473,02/06/2015,Saada,Sa'ada,-,Jomaidah stores,Economic_infrastructure,Private business,unkn,unkn,,Unknown
1474,02/06/2015,Saada,Sa'ada,The City,Checkpoint,Military_Security_Target,Checkpoints,1,unkn,,Unknown
1475,02/06/2015,Saada,Sa'ada,The City,Two markets,Civilian,Market place,unkn,unkn,,Unknown
1476,02/06/2015,Taiz,Al-Taiziyah,"Al-Zenoj, Al-Hashmah",Pro-Houthi forces,Military_Security_Target,Military Site,unkn,2,,Morning
1477,02/06/2015,Taiz,Mawyah,Oman mountain,Air Defence Military Site (Missiles Battalion),Military_Security_Target,Military Site,unkn,unkn,,Afternoon
1478,02/06/2015,Taiz,Al-Mudhaffar,The old Airport ,Al-Saleh gardens,Economic_infrastructure,Private business,unkn,unkn,,Unknown
1479,03/06/2015,Capital,Al-Thawrah,Al-Hasabah,Light transportation Military Camp,Military_Security_Target,Military Site,4,unkn,,Early-Morning
1480,03/06/2015,Capital,Al-Thawrah,Al-Hasabah,Radio building,Media,Radio station,4,unkn,,Early-Morning
1481,03/06/2015,Capital,Al-Thawrah,Al-Hasabah,Maintenance Military Unit,Military_Security_Target,Military Site,4,unkn,,Early-Morning
1482,03/06/2015,Capital,Al-Thawrah,-,22 May hall,Infrastructure,Sport Facility,4,unkn,,Early-Morning
1483,03/06/2015,Capital,Al-Thawrah,Al-Rahabah,Sana'a International Airport,Infrastructure,Transport,4,unkn,,Early-Morning
1484,03/06/2015,Capital,Al-Tahrir,Al-Qeiadah neighborhood,The higher command of the armed forces    ,Military_Security_Target,Military Site,17,,unkn,Afternoon
1485,03/06/2015,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,19,unkn,,Evening
1486,03/06/2015,Capital,Al-Sab'ein,Al-Nahdain,Presidential Palace,Military_Security_Target,Military Site,19,unkn,,Evening
1487,03/06/2015,Capital,Al-Thawrah,Al-Nahdhah neighborhood,Former 1st Armoured Division,Military_Security_Target,Military Site,20,unkn,,Evening
1488,03/06/2015,Capital,Al-Sab'ein,Haddah street,The SSF camp ,Military_Security_Target,Military Site,20,unkn,,Evening
1489,03/06/2015,Sanaa,Sanhan,Al-Sawad ,Al-Sawad Military Camp,Military_Security_Target,Military Site,20,unkn,,Evening
1490,03/06/2015,Sanaa,Bani Matar,Attan mountain,Missiles Brigade Camp,Military_Security_Target,Military Site,20,unkn,,Evening
1491,03/06/2015,Abyan,Zinjibar,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,unkn,Unknown
1492,03/06/2015,Aden,Al-Mualla,-,Military vehicle,Military_Security_Target,Moving Target (weapons/fighters),19,unkn,,Evening
1493,03/06/2015,Aden,Al-Mansourah,Takhoom city,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,unkn,Unknown
1494,03/06/2015,Aden,Al-Tawahi,-,Pro-Houthi forces,Military_Security_Target,Forces,unkn,,unkn,Unknown
1495,03/06/2015,Aden,Al-Mansourah,-,Pro-Houthi forces,Military_Security_Target,Forces,20,unkn,,Evening
1496,03/06/2015,Hudaydah,Al-Mina,Al-Katheeb road,Naval Base,Military_Security_Target,Military Site,23,unkn,,Night
1497,03/06/2015,Hudaydah,Zabid,Al-Fazah,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Night
1498,03/06/2015,Hudaydah,Al-Tuhayat,Al-Matinah,Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Night
1499,03/06/2015,Lahj,Tuban,-,Al-Anad Airbase,Military_Security_Target,Military Site,2,unkn,,Early-Morning
1500,03/06/2015,Marib,Sirwah,Al-Jafinah,Pro-Houthi forces,Military_Security_Target,Forces,2,unkn,,Early-Morning
1501,03/06/2015,Marib,,-,Anti-Houthi groups ,Military_Security_Target,Forces,unkn,unkn,,Morning
1502,03/06/2015,Saada,Sihar,"Al-Talh, Bani Mua'adh",Pro-Houthi forces,Military_Security_Target,Forces,unkn,unkn,,Morning
1503,03/06/2015,Saada,Sihar,Sabir,Houses,Civilian,Residential Area,unkn,unkn,,Unknown
1504,03/06/2015,Taiz,Shara'ab Al-Salam,Mekhlaf,House,Political_Tribal,Figure,unkn,3,,Midday
1505,04/06/2015,Capital,Al-Thawrah,Al-Hasabah,Buildings of ministry of health,Infrastructure,Gov. compounds,17,unkn,,Afternoon
1506,04/06/2015,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,23,unkn,,Night
